9c73f1b53ba078bd99e5964c9e658a2843ed60a3, src/main/java/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java, protected addEntity(EntityCollection, Shape, XYDataset, int, int, double, double) : void, protected addEntity(EntityCollection, Shape, XYDataset, int, int, double, double, boolean) : void
03ab22d1f88fd90d029bacdfbae10ff4bb924fcc, src/main/java/org/jfree/data/time/RegularTimePeriod.java, public createInstance(Class, Date, TimeZone) : RegularTimePeriod, public createInstance(Class, Date, TimeZone, Locale) : RegularTimePeriod
1565211a570b3191ab21b435236a1e84d1a8e42a, src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java, private drawLine(Graphics2D, Line2D, double, double, double, double) : void, private drawLine(Graphics2D, Line2D, double, double, double, double, Rectangle2D) : void
e3c42da1b007d8832cdbed1c505116f922f0d72c, source/org/jfree/chart/plot/CategoryPlot.java, public render(Graphics2D, Rectangle2D, int, PlotRenderingInfo) : boolean, public render(Graphics2D, Rectangle2D, int, PlotRenderingInfo, CategoryCrosshairState) : boolean
